0,1,2,3,4,5,6,7,8,10,12,15,16,17,18,19,20,21,22,24,25,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,55,59,60,65,66,69,70,72,74,79,80,82,83,84,85,86,87,88,90,91,92,93,96,97,98,99,100,110,111,130,150,205,210,215,222,229,240,242,243,245,246,247,249,250,255,256,257,260,263,264,265,270,297,299,300,306,310,321,330,336,337,339,340,341,344,345,346,347,362,365,366,369,370,380,381,382,383,384,385,386,388,418,440,449,450,490,499,500,501,502,503,504,505,506,507,508,509,510,511,513,515,516,518,519,520,521,522,525,526,530,532,533,534,535,536,538,540,541,542,544,545,546,547,548,550,552,555,556,561,562,580,581,583,585,586,588,590,591,592,593,594,595,596,598,599,600,605,610,611,630,640,648,650,651,653,655,656,657,658,666,690,699,700,701,710,711,712,720,730,733,740,751,752,753,760,765,767,770,772,773,775,776,777,780,785,787,799,800,810,811,830,846,850,852,853,856,859,860,863,866,880,886,887,889,890,891,899,900,901,902,904,906,907,908,909,910,914,915,920,922,923,925,926,929,930,932,935,936,938,939,943,945,946,947,948,950,952,953,955,959,963,975,978,980,983,984,987,988,991,992,994,995,996,997,998,338
00996cam a2200373   4500,284,,,,2.01609E+13,,,980302s1977\\\\oncabc\e\\\\\\\\\\0\eng\d,,,,\\$a770017290,,,,\\$a0887680755 :,,,,,,,,,,,,\\$a7510931;\\$a8375,,,,\9$y200404101356$zVLOAD,\\$aCaOTY$beng$cCaOONL$dCaOONL$dUtOrBLW;\\$aNLC,,,\\$an-cn-on,,\\$au6x7,,,,,,,,02$aFC3099*,,,,,,,,,,,0\$a971.3/36,,,,,,,0\$a971.336 BAR,,,,,,,,"1\$aBarrett, Harry B.",,,,,,,,,,,,,10$aLore & legends of Long Point /$cHarry B. Barrett.,,,,,,,,,,"\1$aDon Mills, Ont. :$bBurns & MacEachern,$c[1977]--;\4$c©1977",,,,,"\\$a239 pages :$billustrations, maps, portraits ;$c23 x 24 cm",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\0$aLong Point (Norfolk, Ont.)$xHistory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8375,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8375,,,,,,,,\\$avolume$bnc$2rdacarrier
01053cam a2200361   4500,285,,,,2.01609E+13,,,770728s1977\\\\onca\\\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7510961;\\$a8398,,,,\9$y200404101358$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,\\$aw9x-,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a728.9,,,,,,,00$a728.9 /B322$bHA,,,,,,,,,,,,,,,,,,,,,"00$aBattery Lodge :$bscrapbook of clippings from the Spectator, Hamilton, 1893- /$ccollected by the Hamilton Public Library, Special Collections.",,,,,,,,,,"\1$a[Hamilton, Ont.] :$b[HPL],$c[1977-]",,,,,\\$avolumes :$billustrations,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aLoose-leaf for additions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20$aBattery Lodge (Hamilton, Ont.)",,,,,,,,,,,,,,,,,2\$aHamilton Public Library (Ont.).$bSpecial Collections.,,,,"0\$aSpectator (Hamilton, Ont.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8398,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8398,,,,,,,,\\$avolume$bnc$2rdacarrier
01237cam a2200397   4500,286,,,,2.01609E+13,,,770818s1977\\\\enkach\\\\\\\\\\1\0deng\c,,,,,,,,\\$a0563170824 :,,,,,,,,,,,,\\$a7510978;\\$a8411,,,,\9$y200404101359$zVLOAD,\\$dUtOrBLW,,,\\$ae-uk-en,,,,,,\\$aoh$beng,04$aN5245$b.P58,,,,,,,,,,,,,,0\$a708.2,,,,,,,10$a708.2 PLU,,,,,,,,"1\$aPlumb, J. H.$q(John Harold),$d1911-2001.",,,,,,,,,,,,,10$aRoyal heritage :$bthe story of Britain's royal builders and collectors /$cby J. H. Plumb.,,,,,,,,,,"\1$aLondon :$bBritish Broadcasting Corporation,$c1977. --",,,,,"\\$a360 pages :$billustrations (some color), portraits, facsimiles",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,"\\$a""Published in association with the television series written by Huw Wheldon and J. H. Plumb.""",,,,\\$aIncludes index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a27.50,,,,,,,,\0$aArt$xCollectors and collecting$zGreat Britain.;\0$aRoyal houses$xArt collections.,,,,,,,,,,"1\$aWheldon, Huw,$d1916-1986.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8411,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8411,,,,,,,,\\$avolume$bnc$2rdacarrier
01374cam a2200445 a 4500,287,,,,2.01609E+13,,,790309s1978\\\\ja\\\\\e\b\\\\\\1\0\eng\d,\\$a   78018531,,,,,,,\\$a0870113356 (v. 1) :$z0870113364 (v. 2) :,,,,,,,,,,,,\\$a7510980;\\$a8413,,,,\9$y200404101400$zVLOAD,\\$aLC$dUtOrBLW,1\$aeng$ajpn,,\\$aa-ja---,,,,,,\\$aoh$beng,\0$aN7350$b.N63913 1978,,,,,,,,,,,,,,0\$a709/.52$220,,,,,,,\\$a709.52 NOM,,,,,,,,"1\$aNoma, Seiroku.",,,,,,,,,,,,,14$aThe arts of Japan /$cby Seiroku Noma ; translated and adapted by John Rosenfield ; photos. by Takahashi Bin.,,,,\\$aPopular edition.,,,,,,"\1$aTokyo :$bKodansha International,$c1978.;\2$aNew York :$bKodansha International/USA ; distributors, U.S., Harper & Row",,,,,"\\$a2 volumes :$billustrations (some color), maps",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aTranslation of: Nihon bijutsu.,,,,\\$aIncludes bibliographies and indexes.,0\$av. 1. Ancient and medieval.--v. 2. Late medieval to modern.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\0$aArt, Japanese.;\0$aArt$zJapan.",,,,,,,,,,"1\$aTakahashi, Bin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8413,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8413,,,,,,,,\\$avolume$bnc$2rdacarrier
01177cam a2200373   4500,288,,,,2.01609E+13,,,770728s1977\\\\onca\\\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7510986;\\$a8418,,,,\9$y200404101401$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a798/.46/09713,,,,,,,00$a798/.4609713 /F61$bHA,,,,,,,,,,,,,,,,,,,,,"00$aFlamboro Downs :$bscrapbook of clippings, mainly from the Spectator, Hamilton, 1972- /$ccollected by the Hamilton Public Library, Special Collections.",,,,,,,,,,"\1$a[Hamilton, Ont.] :$b[Hamilton Public Library],$c[1977-]",,,,,\\$avolumes :$billustrations,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aLoose-leaf for additions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20$aFlamboro Downs Harness Racetrack (Ont.),,,,,\0$aHarness racing$zOntario.;\0$aRacetracks (Horse racing)$zOntario.,,,,,,,,,,,,2\$aHamilton Public Library (Ont.).$bSpecial Collections.,,,,"0\$aSpectator (Hamilton, Ont.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8418,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8418,,,,,,,,\\$avolume$bnc$2rdacarrier
01452cam a2200421   4500,289,,,,2.01609E+13,,,780605s1968\\\\onc\\\\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7511013;\\$a8435,,,,\9$y200404101403$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a336.2009713,,,,,,,00$a336.2009713 HAM,,,,,,,,,1\$aHamilton (Ont.).$bCity Council.,,,,,,,,,,,,"14$aThe submission of the Council of the Corporation of the City of Hamilton to the Honourable C. S. McNaughton, Treasurer of Ontario on the Ontario Committee on Taxation report, 1967 :$b[draft].",,,,,,,,,,"\1$a[Hamilton, Ont.] :$b[The Council],$c[1968]",,,,,\\$a51 leaves.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,"\\$aCover title: City of Hamilton submission on the report of the Ontario Committee on Taxation.;\\$a""Submission approved by Hamilton City Council April 9th, 1968"";\\$aPhotocopy of typescript.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20$aOntario Committee on Taxation.$tReport.,,,,,\0$aLocal taxation$zOntario.;\0$aMunicipal finance$zOntario.;\0$aTaxation$zOntario.,"\0$aHamilton (Ont.)$xAuthors$xHamilton, Ont. City Council.;\0$aHamilton (Ont.)$xImprints, 1968.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8435,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8435,,,,,,,,\\$avolume$bnc$2rdacarrier
01180cam a2200421   4500,290,,,,2.01609E+13,,,750703s1975\\\\onca\\\\\\\\\\\\\\p\eng\d,,,,\\$a750041374,,,,\\$c{dollar}3. (pa. Processed. Spiral binding :),,,,,,,,,,,,\\$a7511040;\\$a8455,,"\\$bJoyce Beaton Enterprises, P.O. Box 117, Campbellville, Ont. L0P 1B0",,\9$y200404101406$zVLOAD,\\$a00NL$beng$dUtOrBLW,,,,,,,,,\\$aotu$beng,,,,02$aPS8553;04$aPS8553E35$bA55,,,,,,,,,,,0\$aC811/.5/4,,,,,,,00$a819.1 /B38$bHA,,00$aCAOH$b1,,,,,,"1\$aBeaton, Joyce,$d1932-",,,,,,,,,,,,,10$aAlive and well.$nBy Joyce Beaton.,,,,,,,,,,"\1$a[Campbellville, Ont.] :$bJ. Beaton Enterprises,$c1975.",,,,,\\$a34 pages :$billustrations ;$c24 cm,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aCover title.;\\$aPoems.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\0$aHamilton (Ont.)$xAuthors$aBeaton, Joyce.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10$aBeaton,$hJoyce Dadson.",,,,,,,,,\\$a8455,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8455,,,,,,,,\\$avolume$bnc$2rdacarrier
00749cam a2200277   4500,291,,,,2.01609E+13,,,790417s1925\\\\oncac\\\\\\\\\\\\\1\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7511090;\\$a8493,,,,\9$y200404101414$zVLOAD,\\$dUtOrBLW,,,,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,,,,,,,,00$aSUL,,,,,,,,"1\$aSullivan, Archibald Beresford Denniston,$d1886-1921.",,,,,,,,,,,,,14$aThe laughing birds and other stories /$cby Archibald Sullivan.,,,,,,,,,,"\1$aToronto :$bMacmillan,$c1925. --",,,,,"\\$a283 pages :$billustrations, portrait",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8493,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8493,,,,,,,,\\$avolume$bnc$2rdacarrier
01455cam a2200433   4500,292,,,,2.01609E+13,,,780605s1968\\\\onc\\\\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7511149;\\$a8534,,,,\9$y200404101419$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a336.2009713,,,,,,,00$a336/.2009713 /H181$bHA,,00$aCAOH$b1,,,,,,,1\$aHamilton (Ont.),,,,,,,,,,,,"12$aA City of Hamilton submission to the Honourable C. S. McNaughton, Treasurer of Ontario on the Ontario Committee on Taxation report, 1967 :$b[draft].",,,,,,,,,,"\1$a[Hamilton, Ont.] :$b[The City],$c[1968]",,,,,\\$a54 leaves.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,"\\$aCover title: City of Hamilton submission on the Ontario Committee on Taxation report, 1967.;\\$aPhotocopy of typescript.;\\$a""Submission approved by the Council of the Corporation of the City of Hamilton.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20$aOntario Committee on Taxation.$tReport.,,,,,\0$aLocal taxation$zOntario.;\0$aMunicipal finance$zOntario.;\0$aTaxation$zOntario.,"\0$aHamilton (Ont.)$xAuthors$zOntario$zHamilton.;\0$aHamilton (Ont.)$xImprints, 1968.",,,,,,,,,,,1\$aHamilton (Ont.).$bCity Council.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8534,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8534,,,,,,,,\\$avolume$bnc$2rdacarrier
00996cam a2200373 a 4500,293,,,,2.01609E+13,,,770224s1976\\\\enkaf\\e\b\\\\\\1\0\eng\d,\\$a   76381653,,,,,,,\\$a0584102690$c20.00,,,,,,,,,,,,\\$a7511156;\\$a8541,,,,\9$y200404101420$zVLOAD,\\$aLC$dUtOrBLW,,,,,,,,,\\$aoh$beng,\0$aNK9507$b.B56 1976,,,,,,,,,,,,,,0\$a745.1$220,,,,,,,00$a745.1 BLA,,,,,,,,"1\$aBlakemore, Kenneth.",,,,,,,,,,,,,10$aSnuff boxes /$cKenneth Blakemore.,,,,,,,,,,"\1$aLondon :$bF. Muller,$c1976. --",,,,,"\\$a176 pages, 16 unnumbered leaves of plates :$billustrations (some color) ;$c26 cm",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aIncludes index.,,,,\\$aBibliography: p. 171.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20.00,,,,,,,,\0$aSnuff boxes and bottles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8541,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8541,,,,,,,,\\$avolume$bnc$2rdacarrier
01075cam a2200385   4500,294,,,,2.01609E+13,,,760817t19751975nyu\\\\\\\\\\\\\1\0\eng\e,\\$a   74028941,,,,,,,\\$a0486231577,,,,,,,,,,,,\\$a7511200;\\$a8570,,,,\9$y200404101424$zVLOAD,\\$dUtOrBLW,,,,,,,,,\\$aoty$beng,00$aM21$b.R218,,,,,,,,,,,,,,0\$a786/.46,,,,,,,10$a786.46 RAG,,,,,,,,,,,,,,,,,,,,,00$aRagtime rarities :$bcomplete original music for 63 piano rags.$pSelected and with an introd. by Trebor Jay Tichenor.,,,,,,,,,,"\1$aNew York :$bDover Publications,$c[1975];\4$c©1975",,,,,"\\$axiv, 305 pages :$bfacsimiles",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aIncludes facsims. of the original illustated title pages.,,,,\\$aIncludes index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a6.95,,,,,,,,\0$aPiano music (Ragtime),,,,,,,,,,"1\$aTichenor, Trebor Jay.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8570,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8570,,,,,,,,\\$avolume$bnc$2rdacarrier
01287cam a2200385 a 4500,295,,,,2.01609E+13,,,761220r19661902miuae\\e\bd\\\\\\\0deng\e,\\$a   66026997,,,,,,,,,,,,,,,,,,,\\$a7511261;\\$a8614,,,,\9$y200404101430$zVLOAD,\\$aLC$dUtOrBLW,,,,,,,,,\\$aoh$beng,00$aNA31$b.S84 1966,,,,,,,,,,,,,,0\$a720.3$220,,,,,,,0\$a720.3/STU$bCER$fR$d1-3,,,\\$aHPLB950320080743,,,,,"1\$aSturgis, Russell,$d1836-1909.",,,,,,,,,,,,,"12$aA dictionary of architecture and building :$bbiographical, historical, and descriptive.$pBy Russell Sturgis and many architects, painters, engineers, and other expert writers. American and foreign.",,,,,,,,,,"\1$aDetroit :$bGale Research Co.,$c1966.",,,,,\\$a3 volumes :$billustrations ;$c24 cm,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,"\\$aReprint: originally published : New York : Macmillan Company ; London : Macmillan & Co., 1902.",,,,"\\$aBibliography: v. 3, col. 1141-1212.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aArchitecture$vDictionaries.;\0$aArchitecture$vBibliography.;\0$aArchitects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8614,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8614,,,,,,,,\\$avolume$bnc$2rdacarrier
00889cam a2200361   4500,296,,,,2.01609E+13,,,790713s1968\\\\alc\\\\\\\\\\\\\\\0\eng\e,\\$z68-015018,,,,,,,\\$a0888300077$c5.95,,,,,,,,,,,,\\$a7511267;\\$a8619,,,,\9$y200404101431$zVLOAD,\\$aLC$dUtOrBLW,,,,,,,,,\\$aoh$beng,04$aPN6341$b.H8,,,,,,,,,,,,,,0\$a808.51,,,,,,,10$a808.51 HUS,,,,,,,,"1\$aHuston, Mervyn J.",,,,,,,,,,,,,10$aToasts to the bride and how to propose them /$cby Mervyn J. Huston.,,,,,,,,,,"\1$aEdmonton :$bHurtig,$c1968. --",,,,,\\$a65 pages ;c19cm.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a5.95,,,,,,,,\0$aToasts.;\0$aWeddings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8619,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8619,,,,,,,,\\$avolume$bnc$2rdacarrier
01387cam a2200397   4500,297,,,,2.01609E+13,,,780417s1974\\\\oncb\\\\\b\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7511280;\\$a8630,,,,\9$y200404101434$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a387.73609713,,,,,,,00$a387/.73609713 /C16ACF$bHA,,,,,,,,,1\$aCanada.$bMinistry of Transport.$bSouthwestern Ontario Airports Study Program.,,,,,,,,,,,,"10$aAir cargo forecasts for Southwestern Ontario airports :$bHamilton, London and Windsor /$cSouthwestern Ontario Airports Study Program, Canadian Air Transportation Administration, Transport Canada.",,,,,,,,,,"\1$aToronto :$bThe Program,$c1974.",,,,,"\\$a61 leaves :$bmap, graphs.",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,1\$aSouthwest system studies. Hamilton Airport,,,,,,\\$aIncludes bibliographical references.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20$aHamilton Civic Airport (Ont.);20$aLondon Airport (Ont.);20$aWindsor Airport (Ont.),,,,,"\0$aAirports$zOntario$zHamilton Region$xPlanning.;\0$aAeronautics, Commercial$xFreight$zOntario.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aSouthwest system studies.$pHamilton Airport.,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8630,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8630,,,,,,,,\\$avolume$bnc$2rdacarrier
01251cam a2200373   4500,298,,,,2.01609E+13,,,780605s1977\\\\oncb\\\\\b\\\\\\1\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7511317;\\$a8655,,,,\9$y201207231051$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a917.1352,,,,,,,30$a917/.13521 /H184$b*HA,,,,,,,,,1\$aHamilton-Wentworth (Ont.).$bPlanning and Development Department.,,,,,,,,,,,,10$aHamilton :$bgeneral background information /$cprepared for the City of Hamilton by the Planning and Development Department of the Regional Municipality of Hamilton-Wentworth.,,,,,,,,,,"\1$a[Hamilton, Ont.] :$bThe Department,$c1977.",,,,,"\\$a49 leaves :$bmaps (1 folded color), graphs",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aCover title.,,,,\\$aIncludes bibliographical references.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\0$aHamilton (Ont.);\0$aHamilton (Ont.)$xAuthors$xHamilton-Wentworth (Ont.).Planning and Development Dept.;\0$aHamilton (Ont.)$xImprints, 1977.",,,,,,,,,,,1\$aHamilton (Ont.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8655,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8655,,,,,,,,\\$avolume$bnc$2rdacarrier
01206cam a2200349   4500,299,,,,2.01609E+13,,,780417s1977\\\\oncabe\\\b\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7511358;\\$a8686,,,,\9$y200404101442$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a387.73609713,,,,,,,00$a387/.73609713 /C16SR$bHA,,,,,,,,,1\$aCanada.$bMinistry of Transport.$bSouthwestern Ontario Airports Study Program.,,,,,,,,,,,,"10$aHamilton Airport study program :$bsummary report /$cSouthwestern Ontario Airports Study Program, Toronto Area Airports Project, Transport Canada.",,,,,,,,,,"\1$aToronto :$bThe Program,$c1977.",,,,,"\\$av, 162 leaves, 24 leaves of plates (19 folded) :$billustrations, maps, plans.",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,1\$aSouthwest system studies. Hamilton Airport,,,,,,\\$aIncludes bibliographical references.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aAirports$zOntario$zHamilton Region$xPlanning.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aSouthwest system studies.$pHamilton Airport.,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8686,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8686,,,,,,,,\\$avolume$bnc$2rdacarrier
01921cam a2200481   4500,300,,,,2.01609E+13,,,781002s1976\\\\onc\\\\\\\\\\\\\\\0\eng\d,,,,\\$a770128734,,,,\\$c{dollar}1. (pa. Processed :),,,,,,,,,,,,\\$a7511387;\\$a8709,,"\\$bSocial Planning and Research Council of Hamilton and District, 153 1/2 King St. East, Hamilton, Ont. L8N 1B1",,\9$y200404101446$zVLOAD,\\$aCaOONL$beng$dUtOrBLW;\\$aNLC,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,02$aHV861*,,,,,,,,,,,0\$a362.7/1,,,,,,,00$a362/.71097135/B119R$bHA,,,,,,,,,,"2\$aBabysitting Co-operative Project$c(Hamilton, Ont)",,,,,,,,,,,"10$aBabysitting Co-operative Project :$b[report] /$cproject staff, Susan Seguin, Penny Prentice ; financed by Secretary of State ; sponsored by Community Development Advisory Committee, Social Planning and Research Council ; supervised by Peter Steckenreiter.",,,,,,,,,,"\1$aHamilton, Ont. :$bSocial Planning and Research Council of Hamilton and District,$c1976.",,,,,"\\$a35 pages, 15 unnumbered leaves ;$c28 cm",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aCover title: Babysitting Co-op Project report 76.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26$aBabysitting Co-operative Project$c(Hamilton, Ont.);20$aBabysitting Co-operative Project$c(Hamilton, Ont.)",,,,,"\0$aHamilton (Ont.)$xAuthors$xBabysitting Co-operative Project.;\0$aHamilton (Ont.)$xImprints, 1976.",,,,,,,,,"1\$aSeguin, Susan.;1\$aPrentice, Penny.",,2\$aSocial Planning and Research Council of Hamilton and District.$bCommunity Development Advisory Committee.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21$aBabysitting Co-operative Project,$cHamilton, Ont.",\\$a8709,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a8709,,,,,,,,\\$avolume$bnc$2rdacarrier
